year_month,sent,wti,CFNAI,vix,mccc,Mkt_RF,SMB,HML,RMW,CMA,RF,MOM,LIQ
2021-06,1.222,71.38,0.2,15.83,1.904810769,2.75,-0.34,-7.82,-2.18,-0.95,0,1.46,-0.03793944
2021-07,1.406,72.49,0.73,18.24,1.982268196,1.27,-4.62,-1.76,5.49,-0.48,0,-2.53,0.00637912
2021-08,1.658,67.73,0.04,16.48,2.259534784,2.91,-0.67,-0.16,-0.3,-1.76,0,2.33,0.01241894
2021-09,1.735,71.65,-0.03,23.14,2.458424125,-4.37,1.14,5.08,-1.9,2.14,0,1.19,-0.01686569
2021-10,1.721,81.48,0.83,16.26,2.76050991,6.65,-2.7,-0.48,1.68,-1.44,0,4.86,-0.00620739
2021-11,2.018,79.15,0.51,27.19,2.542768412,-1.55,-1.76,-0.44,7.22,1.74,0,1.61,0.01417013
2021-12,2.278,71.71,0.1,17.22,1.865023138,3.1,-0.77,3.28,4.92,4.43,0.01,-2.13,0.06056546
2022-01,2.254,83.22,0.48,24.83,2.085761106,-6.25,-4.05,12.75,0.87,7.71,0,-1.94,-0.05777302
2022-02,2.058,91.64,0.5,30.15,1.680601907,-2.29,2.96,3.04,-2.08,3.13,0,1.4,-0.08818981
2022-03,1.809,108.5,0.2,20.56,2.348961548,3.05,-2.15,-1.8,-1.56,3.17,0.01,2.88,-0.07650482
2022-04,1.369,101.78,0.21,33.4,2.294734665,-9.46,-0.4,6.19,3.63,5.92,0.01,3.13,-0.16364636
2022-05,1.247,109.55,-0.25,26.19,2.017802866,-0.34,-0.06,8.41,1.44,3.98,0.03,1.79,-0.02504809
2022-06,1.187,114.84,-0.28,28.71,1.766793037,-8.43,1.3,-5.97,1.85,-4.7,0.06,0.91,-0.02351021
